ID,Easting,Northing
6273,835751,834257
6274,835379,834304
6275,835366,834151
6276,835210,834130
6277,835099,834304
6278,835180,834309
6279,835284,834350
6280,835183,834614
6283,835569,834642
6284,835800,834849
6285,835827,834828
6287,835296,834767
6288,835204,834832
6290,835073,834746
6291,835098,834743
6292,835124,834910
6293,834969,835031
6294,835259,835180
6295,835355,835282
6296,835626,835207
6297,835605,835190
6298,836012,835600
6299,835754,835433
6300,835800,835256
6301,835912,835159
6302,835917,835134
6303,836184,835189
6304,836013,835008
6306,836034,834965
6307,836297,834718
6308,836342,834770
6309,836718,835446
6310,836637,835502
6311,836656,835524
6312,836362,835394
6313,836330,835361
6314,836966,835418
6315,836930,835406
6316,837087,835576
6317,837039,835723
6318,837028,835749
6319,837211,835747
6320,837223,835763
6321,837365,835847
6322,837364,835869
6323,837103,835533
6326,837400,835356
6327,837438,835091
6328,837679,834955
6329,837679,834939
6330,837438,835701
6331,837725,835848
6332,837921,835751
6333,837998,836305
6334,839597,836597
6335,839589,836526
6336,839413,836006
6337,839442,836110
6338,839079,835669
6339,839247,835863
6440,839077,835692
6441,839217,835455
6442,839168,835553
6444,839632,835296
6445,840057,835264
6447,838398,835571
6448,838368,835556
6449,837950,835772
6450,834660,835034
6451,834116,834952
6452,834081,834945
6453,833592,835419
6454,833348,835691
6455,833346,835733
6456,833069,835601
6457,833057,835536
6458,839765,836802
6459,839807,836825
6460,839978,837031
6461,839997,837092
6462,840209,837068
6463,840264,837038
6464,840655,836773
6465,840664,836757
6466,840944,836844
6467,841029,836886
6468,841399,836909
6469,841340,836915
6470,841683,836965
6471,841562,836926
6472,841911,837009
6473,841925,836998
6475,842049,836959
6476,842653,837709
6477,842962,838023
6478,842824,837865
6479,843111,838440
6480,843165,838601
6481,843013,838825
6482,842942,839370
6483,842908,839434
6484,842481,840305
6485,839474,843882
6486,839410,843813
6487,839254,843702
6488,839213,843651
6489,839112,843586
6490,839053,843530
6491,838811,843467
6492,838788,843454
6493,838565,843396
6494,838485,843333
6495,838131,843133
6496,838074,842920
6497,837463,842771
6498,837432,842740
6499,836871,842444
6500,836817,842444
6503,836226,842271
6504,836210,842223
6505,835876,841972
6506,835820,841921
6507,835481,841725
6508,835369,841606
6509,835033,841359
6510,834971,841357
6511,834650,841216
6512,834722,841226
6513,834526,841139
6514,834410,841115
6515,834014,840871
6516,834049,840873
6517,833445,840477
6518,833437,840438
6519,833129,840138
6520,833047,840009
6521,832846,840105
6522,833041,839050
6523,832738,839059
6524,832730,839034
6525,832599,839208
6526,832493,839215
6527,832483,839194
6528,832409,839130
6529,832478,839404
6530,832439,839568
6531,832473,839563
6532,832655,839615
6533,832756,839694
6534,832791,839768
6535,833108,838976
6536,833291,838568
6537,833430,838512
6538,833600,838403
6539,833673,838362
6540,832921,835341
6541,832920,835326
6542,832710,835127
6543,832715,835117
6544,832565,834961
6545,832560,834933
6546,832252,834594
6547,832236,834568
6548,831974,834396
6549,831954,834353
6550,831731,834110
6551,831694,834046
6552,831557,833929
6553,831504,833873
6554,831383,833804
6555,831389,833792
6556,831224,833615
6557,831217,833622
6558,831133,833508
6559,830990,833443
6560,830955,833425
6561,830772,833332
6562,830725,833264
6563,833352,836030
6564,833622,836378
6565,833629,836363
6566,833711,836527
6567,833726,836535
6568,833816,836991
6569,833812,836910
6570,833882,837317
6571,833874,837344
6572,833828,837994
6573,833816,838020
6574,832625,838097
6575,832900,838281
6576,833085,838337
6577,833130,838406
6578,832783,838424
6579,832828,838560
6580,832753,838408
6581,832714,838640
6582,832561,838747
6583,832538,838638
6584,832518,838619
6585,832597,838334
6586,832636,838305
6587,832414,838268
6588,832390,839014
6589,832363,839005
6590,831993,839068
6591,831967,839041
6592,832069,839260
6593,831778,839164
6594,831816,839221
6595,831608,839547
6596,831556,839530
6597,831271,839640
6598,831760,839754
6599,832109,839529
6600,832201,839496
6601,832216,839906
6602,831961,840001
6603,832599,839742
6604,832604,839697
6605,832714,840151
6606,832727,840118
6608,831757,840230
6609,831846,840454
6610,831439,840458
6611,831599,840635
6612,831600,840608
6613,831478,840559
6614,831456,840548
6615,831294,840855
6616,831225,840853
6618,831040,840798
6619,831047,840773
6620,830779,840493
6621,830944,840322
6622,830911,840364
6623,831105,840476
6624,831117,840466
6625,831219,840332
6626,831178,840270
6627,831386,840383
6628,831214,840159
6629,831163,840176
6630,831037,840129
6631,830802,840186
6632,830774,840244
6633,831220,839648
6635,830941,839772
6636,830709,839792
6637,830524,839529
6638,830477,839451
6639,830690,839811
6640,830684,839983
6641,830624,840007
6642,830282,840077
6643,830103,840202
6644,830041,840269
6645,831057,841314
6646,830121,838987
6647,830120,838957
6648,829660,837999
6649,829657,837907
6650,829521,837429
6651,829469,837360
6652,829398,837258
6653,829378,837036
6654,829307,836957
6655,829259,836640
6656,829238,836556
6657,829099,836155
6658,828976,836061
6659,828848,835896
6660,828851,835919
6661,828714,835732
6662,828695,835730
6663,828240,835065
6664,828237,835092
6665,829744,840315
6666,829644,840334
6667,829151,840393
6668,829078,840433
6669,828593,840259
6670,828576,840440
6671,828342,840460
6672,828160,840295
6673,827855,840412
6674,827924,840498
6675,830131,832699
6676,830141,832678
6677,829372,832525
6678,829289,832462
6679,828861,832467
6680,828927,832324
6681,828687,832534
6682,828656,832457
6683,828639,832431
6684,833356,836006
6685,827091,840539
6686,826882,840354
6687,826873,840483
6690,826499,840398
6691,830931,842112
6692,830899,842131
6693,830776,842359
6694,830762,842352
6695,831305,843439
6696,831001,843146
6697,831027,843201
6698,830769,842905
6699,830617,842726
6701,831627,843870
6702,831338,843514
6703,833415,844576
6705,840593,845021
6706,840556,844985
6707,840415,844841
6708,840346,844732
6709,840299,844680
6710,840058,844366
6711,840042,844335
6712,839687,844057
6713,839626,843991
6714,835224,841742
6715,835217,841727
6716,835105,842074
6717,835112,842102
6718,834824,842416
6719,834789,842450
6720,834634,842680
6721,834606,842730
6722,834459,842999
6723,834397,843166
6724,834062,843317
6725,834047,843313
6726,833849,843584
6727,833843,843579
6728,826515,840078
6729,826206,839703
6730,826095,839895
6731,825984,839806
6732,825646,839531
6733,825544,839487
6734,824147,838599
6735,824077,838540
6736,824099,838055
6737,823999,837921
6738,824086,837868
6739,823879,837418
6740,823942,837349
6741,823759,837032
6742,823856,836993
6743,823769,836652
6744,823668,836640
6745,823630,836143
6746,823538,835996
6747,823554,835806
6748,823472,835703
6749,823393,835436
6750,823461,835339
6752,824388,839309
6753,825069,839589
6754,825142,839571
7001,837111,818471
7006,835693,817288
7014,837172,818733
7015,837442,818550
7016,837819,818730
7025,838224,822217
7026,838170,822420
7029,837492,820844
7030,837123,820620
7031,836800,820462
7032,836494,820310
7033,836160,820153
7034,835933,820109
7035,835591,820043
7036,835531,819900
7041,835783,817790
7050,836152,820179
7051,836626,820409
7052,836879,820532
7053,837083,820628
7054,837352,820786
7055,837488,820873
7056,837906,821178
7059,837961,822096
7060,838057,822329
7065,842087,820098
7066,841781,820471
7067,841850,820244
7068,841936,819917
7074,841328,820346
7075,841173,820265
7076,840967,820203
7079,840232,820614
7080,839382,820687
7081,836850,818799
7082,835834,818531
7088,839426,820719
7089,840549,820379
7091,840986,820213
7092,841121,820196
7093,841339,820359
7094,841410,820206
7100,841799,820288
7101,841794,820477
7102,842105,820110
7103,836083,821988
7104,836125,821874
7105,836131,821554
7106,836110,821366
7107,836025,821114
7108,836214,820779
7111,832332,812563
7112,835614,812417
7113,835880,812404
7117,837042,813957
7120,834524,814192
7121,833690,814245
7122,834517,814200
7123,836447,814641
7125,843825,813845
7130,840439,816361
7131,839974,816141
7132,840054,816115
7133,839700,816853
7135,839163,816903
7136,836725,815853
7137,837453,815033
8001,834105,816153
8002,834150,816122
8003,834369,815892
8004,834046,816251
8006,834105,816276
8007,833956,816288
8008,833970,816365
8010,833868,816344
8011,833007,816557
8013,832649,816627
8015,832328,816542
8016,832243,816486
8017,831692,816467
8019,831185,816040
8022,830491,814822
8028,833568,811701
8029,833856,810994
8050,835064,815629
8051,835065,815497
8053,835832,815422
8054,835540,815413
8055,836653,815207
8056,836630,815254
8057,836624,815351
8058,836606,815350
8060,835462,811979
8065,839198,809591
8066,839130,808704
8072,840865,811209
8073,842568,810947
8074,842556,810977
8075,842902,809598
8081,837775,814700
8082,838404,821801
8085,838070,821696
8086,838086,822499
8087,837886,822082
8088,837880,822048
8089,837780,821906
8090,837727,821666
8091,837648,821556
8093,837864,821381
8094,837774,821219
8096,837632,821088
8097,837725,820937
8098,837400,821109
8099,837577,821102
8101,837514,820966
8102,837402,821097
8103,837687,823019
8105,845516,819485
8106,845511,819526
8109,845753,820228
8110,845770,820339
8111,845872,820106
8112,845981,820193
8113,845816,820360
8114,845838,820356
8115,845704,820556
8116,846080,820137
8117,846340,819820
8118,846593,819577
8119,846630,819610
8120,847078,819718
8121,847109,819711
8122,847215,819284
8123,847247,819254
8125,847365,818979
8126,847434,818737
8127,847436,818421
8128,847418,818357
8129,847541,818092
8130,847530,818096
8131,847772,817808
8132,847855,817710
8133,847910,817666
8134,848089,817486
8135,848024,817404
8136,847888,816972
8137,847873,817028
8139,846251,816160
8140,846197,816392
8141,846253,816072
8142,846023,816460
8143,845894,816049
8144,846111,815922
8145,846208,816739
8146,846241,817281
8147,846139,817539
8148,846131,817607
8149,845648,818766
8150,845779,819873
8151,845947,819830
8152,845958,819789
8153,844955,819781
8154,844627,820475
8155,844692,820527
8156,844368,820253
8157,844785,819139
8158,844716,819078
8159,844715,819052
8160,844580,819029
8161,844604,818871
8163,844138,818802
8164,844155,818634
8168,844622,819479
8169,844007,819831
8170,844253,819902
8171,843835,820262
8172,843361,820051
8173,843231,820146
8174,843176,820213
8175,843817,820416
8176,843690,820424
8178,842679,818932
8179,842532,818715
8180,842633,818252
8181,842884,817681
8182,842874,817662
8183,842970,817537
8184,842980,817528
8185,842742,817497
8190,842543,817078
8191,842437,817024
8192,842700,817683
8193,842635,817822
8194,842630,817910
8195,842570,818031
8196,842544,818034
8198,842189,818837
8199,842249,819005
8201,842295,819036
8202,842099,819066
8203,841592,818926
8204,841179,818702
8205,841304,818805
8206,841341,818835
8207,840895,818760
8209,840678,819218
8211,840520,819345
8212,840297,819431
8213,840355,819524
8214,840202,819674
8216,840230,819774
8217,840259,819739
8218,840310,819690
8219,840694,819572
8220,840753,819563
8221,840780,819490
8222,840866,819456
8223,840949,819457
8224,840963,819417
8225,841205,819490
8226,841378,819349
8227,841668,819206
8228,841713,819420
8229,841689,819468
8230,841685,819634
8231,841630,819826
8232,841652,819813
8233,841385,819789
8235,841221,819573
8237,841058,819686
8239,841010,819793
8243,841032,820008
8244,841461,820072
8245,841902,820015
8246,842305,819548
8247,842480,819607
8249,842372,819957
8250,842364,819855
8251,841563,820556
8252,841440,821068
8253,841292,821099
8254,841250,821078
8255,841457,821231
8256,841313,821424
8257,841080,821492
8258,840984,821435
8259,841784,821738
8260,841790,821713
8261,842277,821597
8262,842252,821572
8263,842443,821618
8264,842508,821684
8265,842972,821859
8266,843059,822018
8267,843422,822250
8268,843453,822312
8269,843957,822685
8270,844242,822744
8271,844522,822584
8272,844603,822573
8273,844665,822400
8274,844672,822355
8275,844742,821991
8276,844775,821935
8277,845123,821252
8278,845113,821241
8279,844127,823630
8281,844056,823570
8282,843982,823620
8283,843872,823927
8284,843759,823774
8285,843918,824046
8286,843960,824075
8287,844053,824507
8288,844220,824600
8289,844503,824740
8290,844509,824732
8291,844761,825050
8292,844773,825114
8293,844845,825368
8294,844812,825489
8295,844826,825873
8296,844841,825897
8297,845010,826207
8298,845064,826270
8299,845364,826562
8300,845402,826593
8301,845694,826838
8302,845732,826842
8303,845946,826983
8304,845969,827055
8305,846036,827138
8306,846251,826996
8307,846000,827483
8308,846032,827520
8309,846632,828258
8310,847228,828471
8311,847213,828484
8312,847478,828588
8313,847585,828525
8314,847826,828305
8315,840218,820101
8316,840271,820181
8317,840137,820569
8318,840127,820715
8319,840273,820587
8320,840383,820454
8322,839857,821091
8323,839866,821693
8324,840843,821641
8325,839573,820249
8326,839446,820225
8327,839518,820841
8328,839537,820859
8330,839274,820510
8332,839303,820408
8333,839090,820369
8334,839078,820329
8336,839230,821180
8337,839123,822014
8339,838844,822089
8341,838286,822671
8343,838546,822800
8344,838407,822939
8345,838411,823079
8346,838529,823281
8347,838598,823514
8348,838985,823087
8349,838759,822994
9000,835372,818046
9002,835385,818537
9003,835728,818317
9004,835788,817364
9007,836231,818096
9009,835672,818968
9010,835702,818880
9011,835836,818745
9012,835825,818784
9013,836806,818423
9014,836688,818233
9015,836617,818240
9016,835295,818691
9017,835271,818689
9019,837525,818056
9020,837001,818631
9021,837001,818587
9022,837067,818784
9023,837157,818473
9025,837387,820359
9026,837367,820371
9027,837442,820478
9028,837366,818944
9029,837308,819150
9030,837399,819475
9031,837421,819499
9032,837675,819790
9033,837632,819740
9034,837878,820190
9035,837977,819912
9036,835668,819168
9038,835535,818687
9039,835543,819104
9040,834912,819698
9041,834989,819424
9045,836012,820156
9047,834673,819899
9048,834607,819986
9049,834728,819979
9050,834586,819950
9051,835614,819469
9052,835578,819542
9053,835557,819656
9054,835527,819806
9055,835438,819677
9057,836146,819328
9058,836946,819126
9059,836840,819238
9061,836757,819458
9062,836723,819612
9065,836626,819737
9066,836219,819885
9067,836830,820095
9068,836907,820126
9069,837305,820111
9070,835470,820107
9071,835489,820121
9072,835363,820069
9073,835306,820048
9074,835291,820123
9075,835547,820126
9076,835375,820390
9077,835345,820751
9078,835303,820650
9079,835214,820758
9080,835239,820833
9081,835083,820167
9082,834975,820720
9083,835098,820855
9084,834913,820822
9085,834737,820502
9086,834719,820489
9087,834722,820301
9088,834763,820075
9089,834828,820075
9091,833990,820912
9092,833960,820903
9093,834093,820887
9094,834200,820912
9095,834283,820976
9096,834514,820398
9097,833461,821894
9098,833776,821715
9099,833804,821733
9100,833951,821556
9101,834278,821298
9102,834358,821103
9103,834418,821015
9104,834498,821145
9105,834558,821065
9106,834497,820949
9107,834637,820883
9108,834661,820859
9109,834766,820896
9111,835552,820231
9112,835596,820239
9114,835789,820249
9115,835789,820377
9116,835659,820493
9117,835560,820857
9119,835984,820734
9120,836684,820900
9121,836637,820810
9122,836859,820820
9123,836350,820723
9124,837366,820914
9125,837413,820947
9128,836258,822326
9129,837304,821055
9130,837310,821226
9131,837272,821341
9132,837326,821350
9133,837340,821618
9134,837373,821815
9135,836725,821239
9136,836747,821848
9137,836772,822148
9138,836777,821602
9139,836786,821591
9140,836774,821405
9141,836795,821372
9142,836791,821187
9143,836801,821144
9144,836785,821046
9145,836795,820986
9146,837103,821108
9147,837091,821121
9149,837603,822587
9150,836848,822387
9151,836908,822506
9152,837607,822988
9153,837480,822955
9154,837513,822969
9155,837371,822974
9156,837294,822971
9157,837364,823048
9158,836869,822686
9159,836638,822569
9160,836760,822363
9161,835044,822366
9162,835064,822387
9164,834998,822381
9165,835844,822673
9166,835858,822610
9168,835003,821418
9169,835014,821431
9170,834843,821722
9171,834771,821809
9172,836020,821126
9173,836054,821443
9174,836120,821630
9175,835169,821480
9176,835164,821494
9177,835405,821758
9179,835447,821846
9180,835467,821876
9181,835384,821934
9182,835376,821948
9183,835471,821987
9184,835316,822174
9185,835236,822180
9186,835082,821620
9187,835051,821706
9189,835092,821861
9192,835176,821394
9193,835240,821487
9194,835353,821418
9195,835481,821385
9196,835516,821397
9197,835655,821397
9198,835764,821208
9199,835726,821332
9200,835726,821146
9201,835785,821006
9202,835774,820980
9203,835819,821350
9204,835717,821615
9207,835994,821796
9208,836010,821795
9209,834825,821054
9210,834803,821076
9211,834781,821119
9212,834535,821278
9213,834509,821247
9214,834482,821252
9215,834700,821371
9216,834677,821358
9217,834773,821308
9218,835098,821009
9219,835127,821015
9220,834102,821544
9221,834158,821585
9223,833588,822143
9224,833844,822083
9225,834006,821959
9226,834210,821782
9227,834179,821773
9228,834386,821604
9229,834495,821540
9230,835099,821091
9232,834990,821252
9233,834971,821278
9234,834889,821447
9235,834692,821504
9236,834322,821919
9237,834213,822009
9238,833757,822315
9239,833461,822205
9240,833299,822144
9241,833204,822109
9242,832955,822058
9243,832952,822089
9245,833982,822308
9246,834176,822283
9247,834169,822147
9248,834261,822071
9249,834297,822041
9250,834525,822063
9251,834498,821872
9252,834453,821910
9253,834666,821733
9254,834505,822307
9255,832681,822015
9256,832636,822004
9257,832508,821957
9258,832479,821963
9261,811394,819784
9263,811502,819109
9264,811724,818322
9267,810635,817504
9416,829040,822711
9417,829147,822862
9418,829162,822964
9419,829335,822870
9420,829362,822860
9421,830283,823536
9422,830387,823604
9423,829368,823302
9424,829315,823415
9425,829173,823601
9426,829114,823640
9427,829270,823805
9428,829269,823844
9430,828975,823930
9431,829078,823999
9432,829042,824103
9433,828940,824315
9434,829104,824555
9435,828646,824723
9436,828094,823843
9437,828098,823905
9438,828102,824036
9439,828084,824113
9440,827969,824255
9441,828193,823398
9442,828284,823378
9443,828328,823388
9444,828491,823385
9445,828405,823439
9446,828436,823432
9447,828543,823531
9448,828651,823544
9449,828937,823482
9450,828973,823494
9451,829066,823448
9452,829076,823254
9453,829050,823231
9454,828949,823232
9455,828719,823325
9456,828679,823312
9458,828868,823703
9459,828598,823857
9460,828577,823898
9461,828586,824084
9462,828564,824092
9463,828697,824006
9464,828721,823889
9466,831069,823693
9467,831068,823723
9468,830635,823961
9469,830609,823885
9470,830270,825249
9471,830294,825254
9473,830826,825710
9474,830933,825692
9475,831043,825772
9476,831068,825781
9477,831311,825834
9478,831377,825831
9479,831485,825753
9480,831544,825700
9481,831640,825673
9482,831755,825682
9483,831759,825689
9484,831705,825594
9485,831819,825415
9486,831755,825325
9487,831952,825363
9488,831722,825028
9489,831629,824838
9490,831644,824771
9491,831522,824508
9492,831546,824481
9493,831468,824326
9494,831013,824133
9495,831004,824108
9496,831040,824324
9498,831589,824898
9499,831473,824990
9501,831234,824152
9502,830712,825006
9503,830688,824903
9504,830538,824749
9505,830483,824718
9506,830659,824683
9507,830665,824674
9508,830666,824509
9509,830698,824506
9510,830895,824636
9511,831142,824913
9512,831212,824813
9513,831223,824806
9514,831323,824971
9515,831446,825113
9516,831437,825122
9517,831192,825091
9518,831195,825110
9519,831033,825132
9520,831000,825086
9521,831396,825519
9522,831462,825550
9523,831635,825280
9524,831626,825207
9525,831545,825229
9527,832033,825046
9528,832076,824656
9529,831972,824548
9530,831609,823892
9531,831640,823774
9532,831764,823654
9533,831736,823601
9534,832390,822782
9535,832404,822743
9536,832788,822337
9537,831518,823946
9538,831157,823630
9539,831258,823672
9540,831281,823686
9541,831159,823554
9542,831125,823415
9543,831114,823222
9544,831098,823194
9545,831081,823031
9546,831141,822936
9547,831197,822886
9548,831296,822979
9549,831294,823003
9550,831405,822805
9551,831481,822751
9552,831583,822713
9553,831718,822469
9554,831709,822464
9555,831915,822270
9556,832034,822333
9557,832065,822462
9558,832068,822718
9559,832120,822753
9560,832283,822624
9561,832120,822476
9563,832295,822433
9564,832507,822050
9565,831717,822273
9566,831613,822387
9567,831892,825730
9568,831924,825694
9569,832136,825795
9570,832277,825650
9571,832342,825721
9572,832294,825654
9573,832429,825906
9574,832525,825606
9575,832680,825689
9576,832638,825533
9577,832630,825517
9578,832688,825322
9579,832512,825101
9580,832390,825169
9581,832370,825049
9582,832334,824981
9583,832249,824919
9584,832120,824864
9585,832305,824822
9586,832188,825240
9587,832358,825355
9588,832389,825475
9589,832420,825614
9590,832091,826043
9591,832105,826048
9592,832088,826248
9593,832121,826497
9594,832173,826575
9595,832148,826450
9596,832010,826803
9597,831966,826785
9598,832228,826908
9599,832292,826947
9600,831602,826617
9602,830679,826109
9603,830680,826151
9604,830886,826306
9605,830888,826280
9606,831174,826634
9607,831166,826612
9608,830663,825997
9610,830301,825819
9612,830262,825904
9613,830178,826059
9614,830166,826083
9615,830562,825867
9616,831377,826716
9617,831399,826742
9618,828933,827659
9619,829233,827215
9620,828811,828065
9621,829242,827217
9622,829643,826891
9623,829593,826966
9624,829679,826729
9625,829664,826727
9626,830082,826350
9627,830375,826303
9628,830035,826112
9629,830010,826077
9630,829948,826080
9631,829949,826051
9632,829901,826072
9634,829997,826032
9635,829699,826188
9636,829655,826372
9637,829429,826361
9638,829454,826362
9639,829533,826468
9640,829388,826542
9641,829335,826554
9642,829241,826602
9643,829204,826599
9644,829105,826606
9646,828776,826472
9647,828796,826340
9648,828905,826410
9651,829160,826287
9652,829259,826249
9656,829352,825851
9657,829522,826075
9658,829485,826077
9659,829658,825445
9660,829732,825166
9661,829924,825068
9662,829938,825082
9663,829756,824993
9664,829816,824816
9666,830038,825314
9667,830166,825381
9668,830153,825391
9669,830441,825543
9670,830422,825556
9671,830225,825536
9672,830146,825583
9673,830027,825652
9674,830026,825635
9675,829935,825688
9676,829621,825888
9677,829758,826134
9678,829960,825832
9679,829996,825856
9680,829988,825891
9681,829915,825468
9682,829832,825478
9683,828663,826009
9684,828636,825899
9685,828620,825799
9686,828461,825847
9688,828298,825668
9689,828334,825596
9690,828109,825459
9691,828026,825483
9692,827638,825446
9693,827424,825389
9694,827106,825372
9695,826696,825515
9696,826248,825681
9697,826205,825688
9698,825867,825463
9699,825724,825424
9700,825269,825037
9701,825206,825058
9704,824546,825319
9705,824401,825397
9706,824382,825379
9707,824103,825295
9708,824150,825307
9709,823921,825226
9710,823900,825166
9711,823861,825114
9712,823807,825143
9713,823821,825141
9714,823680,825091
9715,823695,825076
9716,823623,824963
9717,823322,824808
9718,823284,824803
9719,822871,824659
9720,822419,824634
9721,822631,824696
9722,821741,824314
9723,821764,824282
9724,821460,824156
9725,821441,824177
9726,819598,825005
9727,819216,825248
9730,815717,827015
9731,815935,827184
9732,816048,827259
9733,814588,826011
9736,814390,826603
9737,814338,826601
9760,814325,826880
9761,814390,827154
9763,814475,827383
9764,814973,826998
9765,815004,826960
9766,815236,827208
9767,815406,827203
9768,815220,827190
9770,815513,827289
9771,816087,827560
9772,816063,827576
9773,815877,827915
9774,815869,827942
9775,815769,828041
9776,815708,828086
9777,815906,828145
9778,815830,828219
9780,815686,828332
9781,815359,828309
9782,815493,828104
9783,815533,828056
9784,815562,828037
9785,815515,827617
9786,815497,827608
9787,814735,828047
9788,814733,828248
9789,814711,828282
9790,814959,828435
9791,815035,828386
9793,814698,828623
9794,814721,828642
9795,814825,829070
9796,814833,829086
9797,814628,829087
9798,814562,829149
9799,814745,829210
9800,814767,829192
9801,814679,829631
9802,814658,829620
9803,814859,829556
9804,814847,829525
9805,815260,829398
9806,815171,829260
9807,815195,829126
9808,815182,829097
9809,814950,829230
9815,815726,828579
9816,815743,828579
9817,815647,828602
9818,815719,828738
9819,815638,828844
9820,815706,828843
9823,815752,829205
9824,815736,829204
9825,815718,829266
9826,815915,829337
9979,820824,834230
9982,820407,834549
10000,836912,815400
10001,840117,808840
10002,840479,809996
10003,841551,813145
10004,837182,815390
10006,840149,807385
10007,839173,808740
10008,837163,812772
10010,839615,809047
10137,823214,833750
10138,823483,833603
10139,823398,833678
10140,823858,833438
10141,823848,833418
10142,823311,834799
10143,824297,833392
10144,824382,833404
10145,824491,833401
10146,824628,833426
10147,824760,833399
10148,824932,833381
10149,824927,833368
10150,825210,833385
10151,825123,833390
10152,825759,833428
10153,825791,833438
10154,826185,833470
10155,826184,833459
10156,826622,833565
10157,826805,833525
10158,826897,833587
10159,827206,833525
10160,827234,833557
10161,827267,833579
10162,827364,833487
10163,827681,833842
10164,827710,833893
10166,827901,834087
10167,828029,834312
10168,828033,834360
10169,828175,834685
10170,828175,834750
10171,827666,833324
10172,827708,833307
10173,828081,833179
10174,828120,833173
10175,828506,832829
10176,828551,832766
10177,828595,832647
10178,828385,832355
10179,828357,832339
10180,827880,832270
10181,827788,832282
10182,827500,832262
10183,827485,832268
10184,827004,832174
10185,827009,832166
10186,826755,832112
10187,826702,832112
10188,826500,831976
10189,826497,831988
10190,826255,831798
10191,826240,831781
10192,826072,831681
10193,826036,831667
10194,825793,831772
10195,825837,831702
10196,825658,831910
10197,825577,831974
10198,825467,832150
10199,825453,832179
10200,825384,832464
10201,825370,832494
10202,825311,832710
10203,825305,832770
10205,824947,833127
10206,824809,833192
10207,824720,833198
10208,824616,831296
10209,824690,831203
10210,829213,831984
10211,829177,832033
10212,828972,832279
10213,829612,831517
10214,829641,831278
10215,829657,831290
10216,829394,830447
10217,828875,829806
10218,828906,829712
10219,829253,828874
10220,829235,828461
10221,829228,828448
10222,828791,828087
10224,835226,812081
10225,835402,820465
10226,841543,815802
10227,841455,815984
10229,841421,816001
10230,840759,816200
10231,839400,822838
10232,839295,822933
10233,837252,815561
10234,841914,831748
10236,834931,819701
10237,834952,819504
10238,841200,821394
10239,822382,822136
10240,822352,822236
10241,834446,816457
10242,844023,818446
10243,844895,818852
10244,838007,822235
10245,846215,817254
10246,833231,816614
11037,809901,809541
11038,810528,809702
11039,810828,809780
11040,811058,809911
11041,811404,810027
11042,812025,810303
11051,811220,815386
11052,811382,815553
11053,811564,815582
11054,811787,815597
11055,811872,815696
11056,811738,815581
11057,811567,815571
11058,811406,815545
11059,811252,815398
11066,812559,810549
11067,811372,810010
11068,811146,809920
11069,810767,809736
11070,810674,809650
11071,809864,809467
11072,809763,809335
11073,809198,809170
11074,808844,809206
11075,808547,809464
11076,807497,809727
11078,806814,809963
11079,807121,811246
11080,811752,815845
11084,811732,815907
11085,812032,815389
11086,811016,814535
11087,810938,814499
11088,811022,814540
11089,814700,817695
11090,816964,818894
11091,817837,819632
11092,817602,819421
11093,817028,819000
11094,816928,818939
11095,814684,817727
11102,811052,809882
12000,818199,814014
12001,818073,814146
12002,817761,814086
12003,817679,814229
12004,817677,813433
12005,816884,813033
12006,816661,812978
12007,816430,812552
12008,816048,812054
12009,815884,811737
12010,815744,811636
12011,815444,811623
12012,815200,811612
12013,814856,811383
12014,814603,811113
12015,814311,810994
12016,814082,810747
12017,813911,810577
12018,813645,810704
12019,813330,810905
12020,813079,810852
12021,812765,810679
12022,812012,810269
12023,814207,811047
12024,813624,811249
12025,812186,812164
12026,811609,813851
12027,811486,814110
12028,811272,814576
12029,811164,815282
12035,811788,816874
12036,811961,815725
12041,811212,815223
12042,811279,814643
12043,811521,814084
12044,811588,813925
12045,812116,812270
12046,813656,811254
12047,812608,810596
12048,812803,810715
12049,813030,810871
12050,813425,810917
12051,813625,810705
12052,813929,810596
12053,814076,810750
12054,814394,811011
12055,814595,811148
12056,814855,811492
12057,815562,811635
12058,815704,811636
12059,815889,811764
12060,816077,812096
12061,816440,812571
12062,816743,813032
12063,817056,813185
12064,817659,813563
12065,817965,813930
12066,817839,813826
12069,810411,810035
12070,809394,809235
12071,807059,809620
12072,811463,819618
12250,812896,817017
12351,822751,819732
12352,835582,817444
12353,833286,821484
12354,837150,818397
12355,838857,821762
12356,821917,819955
12360,820133,833668
12361,819888,833682
12362,820396,834277
12363,821675,834137
12364,837624,822051
12522,832474,815817
12523,833538,815920
12524,832478,815798
12525,840080,808686
12526,841742,813071
12527,842881,809602
12528,843130,809181
12529,831631,816224
12530,814821,826195
12531,833299,821623
12532,833434,821328
12533,834964,811587
12536,830193,815126
12537,840041,807706
12538,840051,807704
12539,811445,815941
12544,834207,816349
12545,811987,816831
12546,833428,815962
12551,845163,819021
12553,845126,819043
12556,834994,819977
12559,842146,813828
12562,833318,821638
12563,833714,821132
12564,834183,819980
12565,836367,819512
12568,833240,816452
12569,823549,824900
12570,833710,816472
12572,837873,822891
12574,831738,813255
12575,831689,813461
12576,814645,825977
12578,832078,812920
12580,832933,816680
12581,837298,822848
12583,835924,815409
12584,837423,815562
12587,817576,825831
12588,818785,835072
12589,812785,825481
12590,817568,825809
12591,818423,825876
12617,835584,815448
12620,817192,833395
12622,817954,833433
12623,817895,833453
12625,821081,835808
