ID,Easting,Northing
804,837428,820447
806,837340,819403
807,837227,819212
808,837070,818963
813,836690,815389
817,837358,820061
818,837461,820570
820,837838,821078
822,838572,821684
823,839391,821570
824,839227,820999
825,839270,821370
826,839517,821068
828,834191,821616
829,834209,821391
830,834605,821057
833,835178,820579
836,836925,815548
837,836852,815275
838,834929,820886
839,834931,820993
843,836455,822561
845,836650,825219
846,836538,825683
847,836612,825986
849,837244,826147
850,837792,826334
851,838120,826464
852,838145,826759
853,837414,827147
854,838212,826731
856,837841,826260
857,837336,826131
858,837009,826129
859,836580,825686
863,836437,819785
864,836276,819331
865,833380,822006
866,835509,819900
867,836068,815357
868,836989,826159
869,838206,827039
870,838457,827315
873,838982,827499
874,838462,827278
875,838183,826966
876,838140,826452
877,835802,815571
879,835451,834824
880,835296,834703
881,835252,834426
883,835911,834128
884,839949,826440
885,842118,817956
886,834209,816016
891,836214,815783
892,835872,834105
894,835367,834289
895,835261,834521
896,835282,834713
898,838148,814563
901,838776,816467
902,838866,816532
903,839430,816737
904,838976,817119
909,811128,817651
911,834513,818366
912,840643,816502
914,843834,813745
915,843996,813864
916,843648,814177
917,843338,814222
918,843690,814186
921,834439,818451
926,811879,816765
927,811041,817177
929,811562,819426
931,811243,820064
932,811048,817134
933,811727,816726
937,809889,817455
941,811822,816515
942,811999,816388
943,811535,815662
944,811954,816388
945,811775,816511
947,810280,817381
950,811175,817660
951,810988,818075
952,828033,823304
953,828248,823876
956,833336,822050
957,834381,821639
961,835769,818009
965,835783,817450
966,835771,817640
967,835725,818356
968,835701,818659
970,835662,819081
971,835027,821067
972,834821,821239
973,833186,821966
976,828220,823769
977,828043,823220
978,810788,817588
979,810935,818141
980,817940,825433
981,833772,816382
982,811919,820096
985,837430,826994
986,837678,827068
987,834942,812192
993,835263,822514
994,837254,822618
995,839108,822329
998,844922,819153
999,844868,819365
1000,845265,819562
1001,845261,820020
1003,844500,820605
1006,844992,820338
1007,845261,820046
1008,845461,819760
1009,837467,822584
1010,835226,822502
1012,837375,822830
1014,838021,822792
1016,841318,821273
1017,841594,820774
1020,842086,819742
1021,842207,819581
1022,842685,819301
1023,842606,819114
1024,842695,818646
1025,842602,818385
1026,842718,818198
1027,842905,818168
1028,842840,818146
1029,842590,818421
1030,842700,818789
1031,842594,819107
1032,842691,819324
1033,842388,819576
1034,842162,819635
1035,841983,819780
1038,841150,821551
1039,840225,821475
1040,838439,822685
1042,838019,822708
1046,844213,819924
1047,844220,820110
1049,844017,820837
1050,844411,820916
1051,844770,820644
1052,844771,820335
1053,844718,820470
1054,844428,820525
1055,844364,820315
1056,844477,819991
1058,842315,818531
1061,833943,816316
1062,838654,816924
1063,842025,818004
1064,842165,818514
1065,841860,819088
1066,845009,819915
1067,844966,820334
1068,844738,820648
1069,844391,820893
1070,844015,820811
1073,840353,821592
1074,840180,821593
1075,839673,821676
1076,839569,820481
1077,839494,820281
1079,840477,819784
1081,841126,819386
1082,841520,819167
1083,841726,819029
1084,841718,818983
1085,841475,819159
1086,841185,819404
1087,840685,819588
1088,840449,819788
1090,839699,821711
1091,840232,821503
1092,841711,831102
1095,841365,831032
1096,840882,830165
1097,840729,829852
1098,841099,829568
1100,839899,828807
1101,839877,826400
1102,841781,830964
1103,841553,831572
1104,841893,831859
1106,841565,831520
1108,841797,830982
1109,841384,821360
1112,841515,820534
1115,840800,820329
1116,840429,820419
1119,840260,820187
1121,840810,820413
1123,841623,820610
1124,841404,820823
1125,841435,821105
1126,841292,818476
1127,841510,818523
1128,841574,818642
1130,836189,815763
1133,833754,811059
1134,833455,811213
1135,833319,811366
1136,841195,819322
1137,840715,819515
1138,840144,820131
1140,840097,820643
1141,839688,821249
1142,839433,821809
1143,839288,821991
1144,838749,822143
1146,838810,822412
1147,838711,822646
1148,838726,822179
1149,839158,821814
1150,839726,821289
