ROUTE_ID,COMPANY_CODE,DISTRICT,ROUTE_NAMEC,ROUTE_NAMES,ROUTE_NAMEE,ROUTE_TYPE,SERVICE_MODE,SPECIAL_TYPE,JOURNEY_TIME,LOC_START_NAMEC,LOC_START_NAMES,LOC_START_NAMEE,LOC_END_NAMEC,LOC_END_NAMES,LOC_END_NAMEE,HYPERLINK_C,HYPERLINK_S,HYPERLINK_E,FULL_FARE,LAST_UPDATE_DATE
1398,"KMB",,"91M","91M","91M",1,"R",0,5.0000000000000000e+01,"寶林","宝林","PO LAM","鑽石山站","钻石山站","DIAMOND HILL STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=91M&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=91M&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=91M&lang=en",7.1000,"05/17/24 00:00:00"
1399,"KMB",,"92","92","92",1,"R",0,3.9000000000000000e+01,"西貢","西贡","SAI KUNG","鑽石山站","钻石山站","DIAMOND HILL STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=92&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=92&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=92&lang=en",7.8000,"06/18/23 00:00:00"
1400,"KMB",,"934","934","934",1,"T",1,3.3000000000000000e+01,"荃灣(灣景花園)","荃湾(湾景花园)","TSUEN WAN (BAYVIEW GARDEN)","灣仔(菲林明道)","湾仔(菲林明道)","WAN CHAI (FLEMING ROAD)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=934&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=934&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=934&lang=en",20.6000,"01/02/25 00:00:00"
1401,"KMB",,"935","935","935",1,"T",1,4.2000000000000000e+01,"石籬(大隴街)","石篱(大陇街)","SHEK LEI (TAI LOONG STREET)","灣仔(菲林明道)","湾仔(菲林明道)","WAN CHAI (FLEMING ROAD)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=935&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=935&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=935&lang=en",20.6000,"07/12/24 00:00:00"
1402,"KMB",,"93A","93A","93A",1,"R",0,3.1000000000000000e+01,"寶林","宝林","PO LAM","觀塘渡輪碼頭","观塘渡轮码头","KWUN TONG FERRY PIER","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93A&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93A&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93A&lang=en",5.6000,"05/10/24 00:00:00"
1403,"KMB",,"93K","93K","93K",1,"R",0,5.8000000000000000e+01,"寶林","宝林","PO LAM","旺角東站","旺角东站","MONG KOK EAST STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93K&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93K&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93K&lang=en",10.2000,"11/10/23 00:00:00"
1411,"KMB",,"960A","960A","960A",1,"T",1,8.0000000000000000e+01,"中環","中环","CENTRAL","洪水橋(洪福邨)","洪水桥(洪福邨)","HUNG SHUI KIU (HUNG FUK ESTATE)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960A&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960A&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960A&lang=en",24.0000,"06/18/23 00:00:00"
1412,"KMB",,"960P","960P","960P",1,"T",1,7.3000000000000000e+01,"洪水橋(洪元路)","洪水桥(洪元路)","HUNG SHUI KIU (HUNG YUEN ROAD)","銅鑼灣(維園)","铜锣湾(维园)","CAUSEWAY BAY (VICTORIA PARK)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960P&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960P&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960P&lang=en",24.0000,"09/22/23 00:00:00"
1413,"KMB",,"960S","960S","960S",1,"T",1,6.8000000000000000e+01,"屯門(富泰邨)","屯门(富泰邨)","TUEN MUN (FU TAI ESTATE)","銅鑼灣(維園)","铜锣湾(维园)","CAUSEWAY BAY (VICTORIA PARK)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960S&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960S&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960S&lang=en",24.0000,"12/08/23 00:00:00"
1414,"KMB",,"961","961","961",1,"T",1,6.9000000000000000e+01,"屯門(山景邨)","屯门(山景邨)","TUEN MUN (SHAN KING ESTATE)","灣仔(會展)","湾仔(会展)","WAN CHAI (HKCECE)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961&lang=en",24.0000,"01/02/25 00:00:00"
1415,"KMB",,"968","968","968",1,"R",0,6.1000000000000000e+01,"元朗(西)","元朗(西)","YUEN LONG (WEST)","銅鑼灣(天后)","铜锣湾(天后)","CAUSEWAY BAY (TIN HAU)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=968&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=968&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=968&lang=en",27.0000,"01/02/25 00:00:00"
1421,"KMB",,"98S","98S","98S",1,"T",1,5.9000000000000000e+01,"坑口(北)(將軍澳醫院)","坑口(北)(将军澳医院)","HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL)","美孚","美孚","MEI FOO","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98S&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98S&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98S&lang=en",12.1000,"11/01/24 00:00:00"
1422,"KMB",,"99","99","99",1,"R",0,3.2000000000000000e+01,"恒安","恒安","HENG ON","西貢","西贡","SAI KUNG","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=99&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=99&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=99&lang=en",7.8000,"09/15/23 00:00:00"
1423,"KMB",,"98D","98D","98D",1,"T",1,5.4000000000000000e+01,"康城站","康城站","LOHAS PARK STATION","尖沙咀東","尖沙咀东","TSIM SHA TSUI EAST","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98D&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98D&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98D&lang=en",11.3000,"01/30/24 00:00:00"
1424,"KMB",,"K12","K12","K12",1,"R",0,9.0000000000000000e+00,"八號花園","八号花园","EIGHT LAND GARDEN","大埔墟站","大埔墟站","TAI PO MARKET STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K12&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K12&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K12&lang=en",4.8000,"10/04/23 00:00:00"
1425,"KMB",,"K14","K14","K14",1,"T",1,7.0000000000000000e+00,"大埔太和路","大埔太和路","TAI PO CENTRAL","大埔墟站","大埔墟站","TAI PO MARKET STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K14&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K14&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K14&lang=en",4.8000,"10/04/23 00:00:00"
1427,"KMB",,"K17","K17","K17",1,"T",1,1.0000000000000000e+01,"大埔(富善)","大埔(富善)","TAI PO (FU SHIN)","大埔墟站","大埔墟站","TAI PO MARKET STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K17&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K17&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K17&lang=en",4.8000,"10/04/23 00:00:00"
1428,"KMB",,"K18","K18","K18",1,"T",1,8.0000000000000000e+00,"廣福","广福","KWONG FUK","大埔墟站","大埔墟站","TAI PO MARKET STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K18&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K18&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K18&lang=en",4.8000,"10/04/23 00:00:00"
1430,"KMB+CTB",,"N121","N121","N121",1,"N",0,5.0000000000000000e+01,"中環(港澳碼頭)","中环(港澳码头)","Central (Macau Ferry)","牛頭角","牛头角","Ngau Tau Kok","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N121&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N121&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N121&lang=en",17.7000,"06/18/23 00:00:00"
1431,"KMB+CTB",,"N122","N122","N122",1,"N",0,7.1000000000000000e+01,"美孚","美孚","Mei Foo","筲箕灣","筲箕湾","Shau Kei Wan","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N122&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N122&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N122&lang=en",17.7000,"06/15/23 00:00:00"
1432,"KMB+CTB",,"N170","N170","N170",1,"N",0,5.6000000000000000e+01,"沙田巿中心","沙田巿中心","SHATIN CENTRAL","華富(中)","华富(中)","WAH FU (CENTRAL)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N170&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N170&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N170&lang=en",31.2000,"06/18/23 00:00:00"
1433,"KMB+CTB",,"N171","N171","N171",1,"N",0,5.5000000000000000e+01,"荔枝角","荔枝角","Lai Chi Kok","鴨脷洲邨","鴨脷洲邨","Ap Lei Chau Estate","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N171&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N171&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N171&lang=en",21.7000,"06/18/23 00:00:00"
1434,"KMB+CTB",,"N182","N182","N182",1,"N",0,6.0000000000000000e+01,"廣源","广源","KWONG YUEN","中環(港澳碼頭)","中环(港澳码头)","CENTRAL (MACAU FERRY)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N182&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N182&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N182&lang=en",31.2000,"06/18/23 00:00:00"
1443,"KMB",,"N281","N281","N281",1,"N",0,8.6000000000000000e+01,"錦英苑","锦英苑","KAM YING COURT","紅磡站","红磡站","HUNG HOM STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N281&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N281&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N281&lang=en",19.4000,"06/14/24 00:00:00"
1444,"KMB",,"N293","N293","N293",1,"N",0,7.1000000000000000e+01,"尚德","尚德","SHEUNG TAK","旺角(柏景灣)","旺角(柏景湾)","MONG KOK (PARK AVENUE)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N293&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N293&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N293&lang=en",19.0000,"12/22/23 00:00:00"
1445,"KMB+CTB",,"N619","N619","N619",1,"N",0,6.0000000000000000e+01,"順利","顺利","Shun Lee","中環(港澳碼頭)","中环(港澳码头)","Central (Macau Ferry)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N619&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N619&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N619&lang=en",17.8000,"06/18/23 00:00:00"
1450,"LWB",,"S64P","S64P","S64P",1,"T",1,2.1000000000000000e+01,"迎東邨","迎东邨","YING TUNG ESTATE","機場(貨運及航膳區)(循環線)(經東涌發展碼頭)","机场(货运及航膳区)(循环线)(经东涌发展码头)","AIRPORT (CARGO AND CATERING AREA) (CIRCULAR) (via Tung Chung Development Pier)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=S64P&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=S64P&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=S64P&lang=en",3.8000,"06/18/23 00:00:00"
1451,"LWB",,"S64","S64","S64",1,"R",0,3.0000000000000000e+01,"東涌(逸東)","东涌(逸东)","TUNG CHUNG (YAT TUNG)","機場(循環線)","机场(循环线)","AIRPORT (CIRCULAR)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=S64&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=S64&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=S64&lang=en",3.8000,"06/18/23 00:00:00"
1460,"LWB",,"N30","N30","N30",1,"NT",1,9.0000000000000000e+01,"元朗站","元朗站","YUEN LONG STATION","機場(暢達路)","机场(畅达路)","AIRPORT (CHEONG TAT ROAD)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N30&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N30&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N30&lang=en",29.0000,"01/02/25 00:00:00"
1461,"LWB",,"E42","E42","E42",1,"R",0,8.1000000000000000e+01,"博康","博康","POK HONG","機場(地面運輸中心)","机场(地面运输中心)","AIRPORT (GROUND TRANSPORTATION CENTRE)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E42&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E42&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E42&lang=en",14.4000,"08/26/24 00:00:00"
1462,"LWB",,"E41","E41","E41",1,"R",0,7.9000000000000000e+01,"大埔頭","大埔头","TAI PO TAU","航天城","航天城","SKYCITY","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E41&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E41&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E41&lang=en",14.4000,"11/23/23 00:00:00"
1466,"LWB",,"E33","E33","E33",1,"R",0,5.8000000000000000e+01,"屯門市中心","屯门市中心","TUEN MUN CENTRAL","機場(地面運輸中心)","机场(地面运输中心)","AIRPORT (GROUND TRANSPORTATION CENTRE)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E33&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E33&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E33&lang=en",12.4000,"06/10/23 00:00:00"
1467,"LWB",,"E32","E32","E32",1,"T",1,6.4000000000000000e+01,"葵芳(南)","葵芳(南)","KWAI FONG (SOUTH)","航天城","航天城","SKYCITY","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E32&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E32&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E32&lang=en",11.2000,"11/24/23 00:00:00"
1468,"LWB",,"E31","E31","E31",1,"R",0,6.0000000000000000e+01,"荃灣(愉景新城)","荃湾(愉景新城)","TSUEN WAN (DISCOVERY PARK)","東涌(逸東)","东涌(逸东)","TUNG CHUNG (YAT TUNG)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E31&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E31&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E31&lang=en",11.2000,"06/10/23 00:00:00"
1482,"KMB+CTB",,"101","101","101",1,"R",0,6.5000000000000000e+01,"觀塘(裕民坊)","观塘(裕民坊)","Kwun Tong (Yue Man Square)","堅尼地城","坚尼地城","Kennedy Town","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=101&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=101&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=101&lang=en",12.9000,"09/16/24 00:00:00"
1484,"KMB+CTB",,"102","102","102",1,"R",0,6.9000000000000000e+01,"筲箕灣","筲箕湾","SHAU KEI WAN","美孚","美孚","MEI FOO","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=102&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=102&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=102&lang=en",12.9000,"07/15/24 00:00:00"
1490,"KMB+CTB",,"106P","106P","106P",1,"T",1,7.3000000000000000e+01,"小西灣(藍灣半島)","小西湾(蓝湾半岛)","Siu Sai Wan (Island Resort)","黃大仙(上午繁忙時間行走)","黄大仙(上午繁忙时间行走)","Wong Tai Sin (Morning Peak)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=106P&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=106P&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=106P&lang=en",12.9000,"06/18/23 00:00:00"
1491,"KMB+CTB",,"107","107","107",1,"R",0,5.6000000000000000e+01,"九龍灣","九龙湾","Kowloon Bay","華貴","华贵","Wah Kwai","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=107&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=107&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=107&lang=en",14.7000,"06/18/23 00:00:00"
1492,"KMB+CTB",,"107P","107P","107P",1,"T",1,4.1000000000000000e+01,"紅磡(海逸豪園)","红磡(海逸豪园)","Hung Hom (Laguna Verde)","數碼港","数码港","Cyberport","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=107P&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=107P&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=107P&lang=en",14.7000,"12/11/24 00:00:00"
1493,"KMB+CTB",,"106A","106A","106A",1,"T",1,4.8000000000000000e+01,"黃大仙","黄大仙","WONG TAI SIN","太古(康怡廣場)","太古(康怡广场)","TAI KOO (KORNHILL PLAZA)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=106A&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=106A&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=106A&lang=en",12.9000,"06/18/23 00:00:00"
1506,"KMB+CTB",,"118P","118P","118P",1,"T",1,3.6000000000000000e+01,"小西灣(藍灣半島)","小西湾(蓝湾半岛)","SIU SAI WAN (ISLAND RESORT)","基榮小學","基荣小学","KEI WING PRIMARY SCHOOL","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=118P&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=118P&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=118P&lang=en",12.9000,"06/18/23 00:00:00"
1507,"CTB",,"12A","12A","12A",1,"T",1,1.3000000000000000e+01,"金鐘(添馬街)","金钟(添马街)","Admiralty (Tamar Street)","麥當奴道(循環線)","麦当奴道(循环线)","MacDonnell Road (Circular)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=12A&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=12A&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=12A&dsmode=1&l=1",6.1000,"06/18/23 00:00:00"
1508,"CTB",,"12M","12M","12M",1,"T",1,1.5000000000000000e+01,"金鐘(添馬街)","金钟(添马街)","Admiralty (Tamar Street)","柏道(循環線)","柏道(循环线)","Park Road (Circular)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=12M&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=12M&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=12M&dsmode=1&l=1",6.1000,"06/18/23 00:00:00"
1509,"CTB",,"13","13","13",1,"R",0,2.1000000000000000e+01,"金鐘 (添馬街)","金钟 (添马街)","Admiralty (Tamar Street)","旭龢道","旭龢道","Kotewall Road","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=13&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=13&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=13&dsmode=1&l=1",6.8000,"06/10/23 00:00:00"
1511,"CTB",,"15C","15C","15C",1,"R",0,1.0000000000000000e+01,"中環 (香港摩天輪)","中环 (香港摩天轮)","Central (Hong Kong Observation Wheel)","花園道(山頂纜車總站)","花园道(山顶缆车总站)","Garden Road (Lower Peak Tram Terminus)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=15C&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=15C&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=15C&dsmode=1&l=1",6.1000,"01/20/25 00:00:00"
1513,"KMB+CTB",,"171","171","171",1,"R",0,5.6000000000000000e+01,"荔枝角","荔枝角","Lai Chi Kok","海怡半島","海怡半岛","South Horizons","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=171&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=171&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=171&lang=en",14.7000,"06/18/23 00:00:00"
1523,"CTB",,"25A","25A","25A",1,"R",0,2.8000000000000000e+01,"會展站","会展站","Exhibition Centre Station","寶馬山(循環線)","宝马山(循环线)","Braemar Hill (Circular)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=25A&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=25A&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=25A&dsmode=1&l=1",5.6000,"12/14/23 00:00:00"
1525,"CTB",,"26","26","26",1,"T",1,4.0000000000000000e+01,"勵德邨","励德邨","Lai Tak Tsuen","荷李活道(循環線)","荷李活道(循环线)","Hollywood Road (Circular)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=26&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=26&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=26&dsmode=1&l=1",6.8000,"01/02/25 00:00:00"
1526,"CTB",,"260","260","260",1,"R",0,4.6000000000000000e+01,"中環(交易廣場)","中环(交易广场)","Central (Exchange Square)","赤柱市場","赤柱市场","Stanley Market","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=260&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=260&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=260&dsmode=1&l=1",15.1000,"01/02/25 00:00:00"
1527,"CTB",,"27","27","27",1,"R",0,1.6000000000000000e+01,"北角碼頭","北角码头","North Point Ferry","寶馬山(循環線)","宝马山(循环线)","Braemar Hill (Circular)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=27&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=27&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=27&dsmode=1&l=1",5.9000,"12/11/23 00:00:00"
1528,"CTB",,"2A","2A","2A",1,"R",0,3.4000000000000000e+01,"耀東邨","耀东邨","Yiu Tung Estate","會展站","会展站","Exhibition Centre Station","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=2A&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=2A&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=2A&dsmode=1&l=1",5.5000,"01/02/25 00:00:00"
1529,"CTB",,"2X","2X","2X",1,"R",0,5.7000000000000000e+01,"嘉亨灣","嘉亨湾","Grand Promenade","會展站","会展站","Exhibition Centre Station","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=2X&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=2X&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=2X&dsmode=1&l=1",7.7000,"01/02/25 00:00:00"
1546,"CTB",,"40M","40M","40M",1,"T",1,4.7000000000000000e+01,"華富(北)","华富(北)","Wah Fu (North)","會展站","会展站","Exhibition Centre Station","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=40M&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=40M&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=40M&dsmode=1&l=1",7.5000,"01/02/25 00:00:00"
1547,"CTB",,"42","42","42",1,"T",1,3.7000000000000000e+01,"華富(南)","华富(南)","Wah Fu (South)","北角碼頭","北角码头","North Point Ferry","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=42&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=42&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=42&dsmode=1&l=1",9.4000,"08/25/23 00:00:00"
1550,"CTB",,"47P","47P","47P",1,"T",1,5.4000000000000000e+01,"堅尼地城 (卑路乍灣)","坚尼地城 (卑路乍湾)","Kennedy Town (Belcher Bay)","黃竹坑","黄竹坑","Wong Chuk Hang","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=47P&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=47P&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=47P&dsmode=1&l=1",7.1000,"12/11/24 00:00:00"
1552,"CTB",,"511","511","511",1,"T",1,3.3000000000000000e+01,"大坑徑","大坑径","Tai Hang Drive","中環 (中環碼頭)","中环 (中环码头)","Central (Central Ferry Piers)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=511&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=511&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=511&dsmode=1&l=1",8.6000,"06/18/23 00:00:00"
1553,"CTB",,"85P","85P","85P",1,"T",1,4.1000000000000000e+01,"小西灣 (富欣花園)","小西湾 (富欣花园)","Siu Sai Wan (Harmony Garden)","寶馬山","宝马山","Braemar Hill","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=85P&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=85P&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=85P&dsmode=1&l=1",7.7000,"06/18/23 00:00:00"
