ID,Easting,Northing,Latitude(DDD.DDDD),Longitude(DDD.DDDD)
3242,842034,813942,22.264285575,114.232817013
3244,842053,813728,22.262352952,114.233000583
3245,842010,813601,22.261206202,114.232582941
3246,842280,813677,22.261891612,114.235202752
3247,842350,814107,22.265774547,114.235883521
3248,842273,814184,22.266470177,114.235136735
3251,835554,815481,22.278193245,114.169946317
3253,842128,814225,22.266840932,114.233730049
3255,842204,814100,22.265711841,114.234466964
3256,842332,814041,22.265178587,114.235708630
3257,842401,813961,22.264455891,114.236377778
3259,841970,813579,22.261007661,114.232194785
3262,838060,815470,22.278093117,114.194262331
3263,839474,816971,22.291646043,114.207985539
3268,841421,815456,22.277959912,114.226874452
3269,841860,813501,22.260303630,114.231127301
3273,833965,816501,22.287403106,114.154526595
3274,839485,817019,22.292079492,114.208092380
4001,837872,822918,22.345353232,114.192445623
4002,837621,822886,22.345064470,114.190008947
4003,837391,822793,22.344224794,114.187776100
4004,837557,822294,22.339718423,114.189387173
4005,837610,822082,22.337803901,114.189901485
4006,837768,821807,22.335320362,114.191434971
4008,837429,821474,22.332313442,114.188144031
4009,837323,821247,22.330263569,114.187114954
4010,837314,820996,22.327996898,114.187027429
4011,836922,820832,22.326516077,114.183222388
4012,836646,820780,22.326046570,114.180543393
4013,836274,820709,22.325405440,114.176932601
4014,836023,820663,22.324990017,114.174496305
4015,835862,820632,22.324710038,114.172933590
4016,835546,820571,22.324159070,114.169866415
4018,835575,819670,22.316022517,114.170148285
4020,835673,819142,22.311254396,114.171099641
4021,835724,818641,22.306730079,114.171594786
4022,835745,818381,22.304382127,114.171798677
4024,835805,817437,22.295857243,114.172381243
4025,835463,817244,22.294114208,114.169062454
4027,835722,818411,22.304653038,114.171575453
4028,835680,818887,22.308951594,114.171167672
4030,835549,819694,22.316239240,114.169895925
4032,835679,820306,22.321766013,114.171157449
4033,835641,820500,22.323517935,114.170788541
4034,835494,820650,22.324872464,114.169361649
4035,835880,820865,22.326814169,114.173108248
4037,837170,820922,22.327328717,114.185629642
4038,837248,821031,22.328313008,114.186386817
4039,837258,821296,22.330706106,114.186484047
4040,837512,821490,22.332457873,114.188949714
4043,837545,822344,22.340169961,114.189270724
4047,835496,820089,22.319806303,114.169381331
4048,835550,819804,22.317232607,114.169905582
4049,835717,818717,22.307416403,114.171526824
4050,835763,817761,22.298783151,114.171973559
4051,835737,818208,22.302819829,114.171721094
4052,835706,818604,22.306395941,114.171420107
4053,835592,819470,22.314216404,114.170313366
4055,836702,820901,22.327139257,114.181086986
4056,841889,819985,22.318858099,114.231431396
4059,842048,819619,22.315552375,114.232973316
4060,841730,819960,22.318632847,114.229888068
4061,841486,820053,22.319473449,114.227520129
4062,841398,819773,22.316945148,114.226665105
4067,840123,820341,22.322077856,114.214291584
4072,838333,821450,22.332095858,114.196919004
4074,837486,820926,22.327364643,114.188696904
4076,835756,817895,22.299993252,114.171905585
4077,836322,820884,22.326985792,114.177398514
4078,836858,820908,22.327202425,114.182601203
4079,837455,820954,22.327617522,114.188396023
4081,838311,821551,22.333007973,114.196705582
4082,838497,821653,22.333928861,114.198511210
4084,839771,821241,22.330206136,114.210876990
4087,840328,819724,22.316505508,114.216279779
4088,840835,819501,22.314490413,114.221199966
4089,841215,819351,22.313134773,114.224887640
4090,841339,819674,22.316051294,114.226092150
4091,841559,820139,22.320249857,114.228228949
4092,841710,819994,22.318939950,114.229694065
4093,841908,819788,22.317079010,114.231615114
4094,842133,819544,22.314874793,114.233798026
4097,834395,822422,22.340873807,114.158692305
4098,834616,822235,22.339185316,114.160837845
4099,834499,821997,22.337035924,114.159702349
4101,834744,821529,22.332809848,114.162081055
4102,834571,821086,22.328809139,114.160402230
4103,834781,820908,22.327201889,114.162440785
4104,835100,820644,22.324818059,114.165537353
4105,835330,820452,22.323084326,114.167769924
4109,834879,821037,22.328366916,114.163391911
4111,834502,821506,22.332601914,114.159732011
4113,834439,822062,22.337622849,114.159119843
4114,834285,822346,22.340187361,114.157624579
4117,838340,822202,22.338886843,114.196987927
4118,838079,821855,22.335753529,114.194453924
4119,837600,820793,22.326163491,114.189803336
4120,837446,820487,22.323400243,114.188308319
4121,837381,820059,22.319535193,114.187677114
4122,837387,819833,22.317494275,114.187735192
4123,837378,819511,22.314586428,114.187647615
4124,837247,819244,22.312175338,114.186376013
4132,836171,817901,22.300047508,114.175933005
4135,836988,818933,22.309366948,114.183862156
4136,837220,819246,22.312193414,114.186113966
4137,837361,819757,22.316807966,114.187482788
4139,837356,820343,22.322099898,114.187434659
4144,839128,821880,22.335977866,114.204636716
4145,837375,820539,22.323869881,114.187619212
4146,836712,818305,22.303695820,114.181183324
4147,836281,817487,22.296308835,114.177000510
4148,836274,817515,22.296561692,114.176932579
4150,837360,819975,22.318776637,114.187473231
4152,838718,823468,22.350319041,114.200659236
4154,839089,823133,22.347293234,114.204260352
4155,838869,823119,22.347167153,114.202124592
4156,838725,823127,22.347239610,114.200726668
4157,838466,823027,22.346336905,114.198212185
4158,838409,822868,22.344901117,114.197658626
4159,838442,822706,22.343438124,114.197978760
4161,838121,821670,22.334082828,114.194861407
4162,837483,820568,22.324131695,114.188667512
4163,837538,820481,22.323345994,114.189201289
4164,837983,820275,22.321485305,114.193520345
4165,837943,820094,22.319850808,114.193131911
4166,837773,819900,22.318099030,114.191481708
4167,837650,819761,22.316843880,114.190287764
4169,837385,819178,22.311579233,114.187715321
4170,837381,818846,22.308581075,114.187676268
4172,837011,818602,22.306377807,114.184085222
4174,836342,818189,22.302648326,114.177592511
4175,836794,818322,22.303849317,114.181979130
4176,837058,818711,22.307362123,114.184541415
4177,837336,818759,22.307795441,114.187239475
4179,837363,819438,22.313927204,114.187501980
4180,837535,819663,22.315958970,114.189171521
4181,837650,819795,22.317150921,114.190287794
4183,837554,820339,22.322063638,114.189356474
4184,837436,820518,22.323680199,114.188211279
4185,837572,820818,22.326389277,114.189531576
4186,838064,821874,22.335925126,114.194308339
4187,838529,822784,22.344142396,114.198823435
4188,838657,822987,22.345975427,114.200066322
4189,838859,823023,22.346300234,114.202027357
4190,839076,823161,22.347546111,114.204134199
4191,838905,823285,22.348666172,114.202474350
4192,838812,823282,22.348639220,114.201571502
4194,833554,822239,22.339220093,114.150528646
4195,833640,822272,22.339518235,114.151363423
4197,834360,821987,22.336945470,114.158353062
4198,834736,821675,22.334128305,114.162003260
4199,835111,821313,22.330859528,114.165643641
4200,835229,821090,22.328845783,114.166789183
4201,835393,820626,22.324655681,114.168381321
4202,835435,820283,22.321558210,114.168789165
4204,835233,821040,22.328394256,114.166828042
4205,834976,821376,22.331428358,114.164333178
4206,834606,821682,22.334191399,114.160741344
4207,834425,821833,22.335554832,114.158984205
4208,834133,822077,22.337757955,114.156149411
4209,834058,822140,22.338326787,114.155421282
4210,833731,822133,22.338263122,114.152247013
4211,833359,822028,22.337314324,114.148636098
4213,832542,822165,22.338549938,114.140704992
4214,833594,822118,22.338127456,114.150917142
4215,832600,821936,22.336482062,114.141268539
4216,832526,822165,22.338549904,114.140549675
4217,832433,822302,22.339786887,114.139646569
4218,837380,822223,22.339077376,114.187668918
4219,837493,821881,22.335988843,114.188765583
4220,837332,821960,22.336702366,114.187202790
4221,836858,822234,22.339176972,114.182601696
4223,836516,822091,22.337885685,114.179281764
4224,836473,821373,22.331401736,114.178864258
4225,836461,821175,22.329613682,114.178747752
4226,836424,820433,22.322912990,114.178388531
4227,836248,820107,22.319969025,114.176680240
4228,836070,819852,22.317666212,114.174952602
4229,835848,819526,22.314722198,114.172797988
4230,835736,819365,22.313268241,114.171711009
4231,835763,818090,22.301754224,114.171973456
4232,835742,818090,22.301754218,114.171769657
4233,835736,819409,22.313665587,114.171710994
4234,835837,819555,22.314984083,114.172691218
4236,836226,820117,22.320059330,114.176466708
4238,836437,821192,22.329767204,114.178514794
4240,836465,821910,22.336251157,114.178786671
4241,836341,822211,22.338969370,114.177583001
4242,836425,822339,22.340125278,114.178398429
4243,836730,822235,22.339186043,114.181359157
4244,837042,822268,22.339483938,114.184387862
4245,837327,822005,22.337108745,114.187154284
4246,834825,818438,22.304896349,114.162870089
4247,835180,818580,22.306178956,114.166315256
4248,835437,818524,22.305673384,114.168809484
4249,836052,819869,22.317819730,114.174777894
4250,836229,819904,22.318135814,114.176495831
4252,836755,819721,22.316483145,114.181601068
4253,836656,819494,22.314433224,114.180640142
4254,836378,819507,22.314550663,114.177941979
4255,836411,819269,22.312401377,114.178262243
4256,836612,819007,22.310035330,114.180212988
4257,836823,819134,22.311182161,114.182260855
4258,837050,819046,22.310387379,114.184463938
4259,836205,818012,22.301049908,114.176262958
4260,837231,818693,22.307199483,114.186220392
4261,837316,818869,22.308788820,114.187045444
4262,837026,819043,22.310360298,114.184231008
4263,836734,818901,22.309078057,114.181397006
4264,836624,818975,22.309746348,114.180329445
4265,836379,819260,22.312320104,114.177951666
4268,836743,819729,22.316555393,114.181484601
4269,836658,819937,22.318433778,114.180659662
4272,835600,818466,22.305149679,114.170391427
6000,835870,824356,22.358339882,114.173010324
6001,836076,824399,22.358728231,114.175010304
6002,836719,825066,22.364751556,114.181253182
6003,836101,825146,22.365474052,114.175252945
6004,836121,825148,22.365492115,114.175447128
6005,836115,825340,22.367225979,114.175388855
6007,835866,825153,22.365537228,114.172971291
6008,835762,824999,22.364146497,114.171961586
6009,835969,824986,22.364029147,114.173971366
6010,835824,824862,22.362909329,114.172563586
6011,835672,824832,22.362638367,114.171087832
6012,836648,825401,22.367776805,114.180563916
6013,836450,825519,22.368842442,114.178641485
6014,836419,825479,22.368481223,114.178340490
6015,836379,825731,22.370756922,114.177952133
6017,836070,825504,22.368706983,114.174951918
6018,836090,825495,22.368625710,114.175146106
6019,835407,825239,22.366313687,114.168514739
6020,835353,825213,22.366078865,114.167990456
6021,835041,824934,22.363559149,114.164961399
6022,834999,824930,22.363522997,114.164553623
6023,834586,824389,22.358637116,114.160544364
6024,834522,824348,22.358266800,114.159923053
6025,834340,823998,22.355105913,114.158156499
6026,834322,823918,22.354383448,114.157981844
6027,833852,823333,22.349099976,114.153419783
6028,833785,823308,22.348874117,114.152769385
6029,833614,822927,22.345433217,114.151109947
6030,833596,822796,22.344250186,114.150935425
6031,833982,822753,22.343862427,114.154682654
6032,834066,822763,22.343952842,114.155498084
6034,835693,825553,22.369149395,114.171291463
6035,836052,825981,22.373014547,114.174777085
6036,836012,825778,22.371181343,114.174388730
6039,836288,826068,22.373800216,114.177068572
6040,836279,826026,22.373420934,114.176981184
6041,836596,825867,22.371985047,114.180059129
6042,836629,825937,22.372617178,114.180379562
6043,836852,825777,22.371172230,114.182544756
6044,836832,825861,22.371930802,114.182350595
6045,837344,825523,22.368878234,114.187321685
6046,837366,825613,22.369690969,114.187535353
6047,837225,825743,22.370865023,114.186166399
6048,837349,825995,22.373140644,114.187370552
6049,837160,826028,22.373438761,114.185535439
6050,837166,825976,22.372969170,114.185593668
6051,837508,826275,22.375669086,114.188914611
6052,837516,826246,22.375407195,114.188992268
6053,837534,825717,22.370630029,114.189166624
6054,837263,826508,22.377773360,114.186535840
6055,837238,826504,22.377737252,114.186293087
6056,836704,826511,22.377800686,114.181107944
6058,836733,826449,22.377240785,114.181389516
6060,836348,826235,22.375308313,114.177651165
6061,836432,826435,22.377114414,114.178466812
6062,836447,826466,22.377394358,114.178612465
6063,836227,826310,22.375985605,114.176476272
6064,836203,826347,22.376319734,114.176243233
6065,836063,826509,22.377782669,114.174883826
6066,835949,826646,22.379019835,114.173776857
6067,836174,826772,22.380157708,114.175961622
6068,835951,826770,22.380139620,114.173796253
6069,837327,826707,22.379570396,114.187157413
6070,837426,826729,22.379769004,114.188118733
6071,837606,826994,22.382161962,114.189866783
6072,837801,826583,22.378450252,114.191759899
6073,837724,826457,22.377312472,114.191012109
6075,838212,826469,22.377420354,114.195750594
6076,838386,826603,22.378630239,114.197440310
6077,838377,826642,22.378982440,114.197352971
6078,838731,826534,22.378006671,114.200790177
6079,838798,826904,22.381347868,114.201441337
6080,838822,827078,22.382919144,114.201674662
6081,838859,827226,22.384255606,114.202034186
6082,838287,826800,22.380409372,114.196479262
6084,839062,826739,22.379857421,114.204004556
6085,838956,826851,22.380869010,114.202975468
6086,839036,827071,22.382855598,114.203752668
6088,839178,827213,22.384137697,114.205131799
6089,839197,827202,22.384038328,114.205316278
6090,839211,826996,22.382178017,114.205451844
6091,839215,827023,22.382421834,114.205490735
6092,839447,826766,22.380100575,114.207743019
6093,839609,826727,22.379748076,114.209315986
6094,839492,826869,22.381030635,114.208180186
6095,839509,826919,22.381482129,114.208345361
6096,839846,826828,22.380659681,114.211617517
6097,839877,826836,22.380731860,114.211918552
6098,840068,826897,22.381282309,114.213773349
6099,840072,826997,22.382185352,114.213812428
6100,840004,827101,22.383124676,114.213152370
6101,839871,827096,22.383079809,114.211860878
6102,840144,827080,22.382934724,114.214511773
6103,840194,827080,22.382934611,114.214997291
6104,840305,826896,22.381272737,114.216074676
6105,840474,827019,22.382383085,114.217716033
6106,839562,827164,22.383694506,114.208860512
6107,839539,827225,22.384245412,114.208637297
6108,839269,827444,22.386223590,114.206015886
6109,839297,827460,22.386368029,114.206287813
6110,839044,827699,22.388526751,114.203831446
6111,839010,827811,22.389538224,114.203501473
6112,839271,828061,22.391795415,114.206036470
6113,839295,828050,22.391696037,114.206269513
6114,839310,828024,22.391461217,114.206415128
6115,839373,828183,22.392896955,114.207027228
6116,839989,828953,22.399849218,114.213011040
6117,840240,829183,22.401925670,114.215449211
6118,840368,829272,22.402729083,114.216692536
6119,840902,829648,22.406123188,114.221879701
6120,839760,830054,22.409792279,114.210789512
6121,839710,829896,22.408365562,114.210303559
6122,839604,829685,22.406460338,114.209273630
6123,839541,829680,22.406415307,114.208661764
6124,839292,829551,22.405250831,114.206243231
6125,838773,829007,22.400339077,114.201201889
6127,838632,828728,22.397819766,114.199832142
6128,838594,828622,22.396862585,114.199462953
6130,838483,828438,22.395201118,114.198384739
6131,838534,828499,22.395751912,114.198880098
6132,838329,828307,22.394018314,114.196889041
6133,838298,828304,22.393991259,114.196587992
6135,838255,827596,22.387597705,114.196169529
6136,838072,827686,22.388410654,114.194392574
6137,838271,827576,22.387417076,114.196324875
6138,837958,827552,22.387200681,114.193285407
6139,837924,827495,22.386685975,114.192955185
6140,837924,827421,22.386017717,114.192955108
6141,837842,827314,22.385051528,114.192158734
6142,837975,827277,22.384717272,114.193450193
6143,837968,827223,22.384229630,114.193382162
6144,838075,828179,22.392862695,114.194422267
6145,837821,828630,22.396935705,114.191956098
6146,837805,828623,22.396872506,114.191800710
6150,838055,828574,22.396429768,114.194228489
6151,841008,829768,22.407206558,114.222909528
6152,840760,829950,22.408850776,114.220501452
6153,840857,830159,22.410737891,114.221444135
6154,841575,830979,22.418140814,114.228420299
6155,841648,831130,22.419504189,114.229129845
6156,841329,831060,22.418873028,114.226031205
6157,841438,831240,22.420498189,114.227090492
6158,841405,831274,22.420805325,114.226770073
6159,841392,831412,22.422051570,114.226644249
6160,841614,831394,22.421888342,114.228800493
6161,841588,831382,22.421780057,114.228547913
6162,841985,831087,22.419114786,114.232402940
6163,841960,831095,22.419187113,114.232160146
6164,842047,831460,22.422482946,114.233006493
6165,842036,831483,22.422690684,114.232899732
6166,842465,831574,22.423510957,114.237067018
6167,842602,831622,22.423943918,114.238397915
6168,842611,831606,22.423799397,114.238485271
6169,842861,831789,22.425451029,114.240914330
6170,842739,831843,22.425939140,114.239729525
6171,842727,831831,22.425830820,114.239612916
6172,842791,832022,22.427555397,114.240235353
6173,842408,831841,22.425922299,114.236514397
6174,842328,831799,22.425543304,114.235737169
6175,841903,831655,22.424244369,114.231608495
6176,841903,831684,22.424506252,114.231608598
6177,842834,832010,22.427446867,114.240652982
6178,843897,832316,22.430205780,114.250979854
6179,843921,832301,22.430070216,114.251212909
6180,844216,832369,22.430682942,114.254078772
6181,844343,832469,22.431585394,114.255312917
6182,844917,832146,22.428665749,114.260886849
6183,844915,832176,22.428936673,114.260867585
6184,845107,831824,22.425756969,114.262730632
6185,845105,831803,22.425567339,114.262711088
6187,845461,831185,22.419984634,114.266165461
6188,845455,830925,22.417636743,114.266105683
6189,845469,830856,22.417013565,114.266241263
6190,845849,830564,22.414374582,114.269930341
6191,845911,830571,22.414437448,114.270532561
6192,846246,829963,22.408944997,114.273782454
6193,846297,829886,22.408249352,114.274277289
6194,846445,829632,22.405954736,114.275713059
6195,846515,829597,22.405638252,114.276392671
6196,846984,829434,22.404163413,114.280946471
6197,847124,829089,22.401047014,114.282303776
6199,847109,829148,22.401579908,114.282158503
6200,847282,828762,22.398093036,114.283835950
6201,847274,828758,22.398056965,114.283758232
6202,847854,828142,22.392490359,114.289386367
6203,848188,827733,22.388794595,114.292626789
6204,848266,827706,22.388550228,114.293384025
6205,849007,827870,22.390025885,114.300580992
6206,848645,828023,22.391410202,114.297066855
6207,848667,828052,22.391671927,114.297280722
6208,848792,828096,22.392068360,114.298494937
6209,848993,828005,22.391245105,114.300446118
6210,849231,827651,22.388046527,114.302754440
6211,849272,827610,22.387675966,114.303152244
6212,849911,828145,22.392502315,114.309361943
6213,849768,828011,22.391293361,114.307972134
6214,850588,828346,22.394311922,114.315938100
6215,850725,828413,22.394915814,114.317269133
6216,850939,828675,22.397279982,114.319349735
6217,851230,828884,22.399164837,114.322177696
6218,851308,828949,22.399751135,114.322935804
6219,851384,829077,22.400906367,114.323675092
6220,851309,829141,22.401484978,114.322947328
6221,851533,829537,22.405059064,114.325126526
6222,851538,829580,22.405447329,114.325175497
6223,851955,830609,22.414735908,114.329235494
6224,852026,830839,22.416812261,114.329927361
6225,852244,831306,22.421027462,114.332049413
6226,852234,831260,22.420612154,114.331951822
6227,851872,832127,22.428444889,114.328444234
6228,851881,832127,22.428444807,114.328531655
6229,851764,832461,22.431462037,114.327398429
6230,851773,832420,22.431091708,114.327485452
6231,852087,832895,22.435378291,114.330540273
6232,852136,832970,22.436055120,114.331017006
6233,852507,833072,22.436972742,114.334621951
6234,852714,832827,22.434758310,114.336630234
6235,839677,830151,22.410668404,114.209983605
6236,839753,830365,22.412600776,114.210722208
6237,839043,830904,22.417469507,114.203827323
6238,839517,830436,22.413242405,114.208430219
6239,839465,830457,22.413432143,114.207925213
6240,838286,831888,22.426356561,114.196476007
6241,838276,831874,22.426230146,114.196378855
6242,838051,832452,22.431450008,114.194193994
6243,838025,832516,22.432027985,114.193941508
6244,837766,832664,22.433364742,114.191425778
6245,837612,832575,22.432561158,114.189929766
6246,837361,832593,22.432723886,114.187491610
6247,837267,832587,22.432669761,114.186578506
6248,836954,832834,22.434900441,114.183538185
6249,836953,832960,22.436038280,114.183528526
6250,836855,833169,22.437925683,114.182576626
6251,836917,833228,22.438458458,114.183178930
6252,836743,833448,22.440445217,114.181488720
6253,836687,833512,22.441023181,114.180944732
6254,836475,833669,22.442441002,114.178885299
6255,836384,833660,22.442359737,114.178001278
6256,834831,834919,22.453728479,114.162913523
6257,834843,834744,22.452148161,114.163030263
6258,835258,834029,22.445691684,114.167062516
6259,835443,833755,22.443217438,114.168859883
6260,835477,833773,22.443380002,114.169190169
6261,835493,833818,22.443786380,114.169345581
6263,835207,833658,22.442341354,114.166567311
6264,835691,834150,22.446784568,114.171268952
6265,835565,834205,22.447281196,114.170044862
6266,836054,834222,22.447434844,114.174795418
6267,836050,834227,22.447479996,114.174756558
6268,836040,834343,22.448527527,114.174659393
6269,836044,834378,22.448843593,114.174698248
6270,835764,834486,22.449818823,114.171978027
6271,835738,834483,22.449791724,114.171725438
6272,835776,834258,22.447759884,114.172094677
6273,835751,834257,22.447750846,114.171851806
6274,835379,834304,22.448175125,114.168237846
6275,835366,834151,22.446793459,114.168111638
6276,835210,834130,22.446603730,114.166596142
6277,835099,834304,22.448174957,114.165517672
6278,835180,834309,22.448220163,114.166304576
6279,835284,834350,22.448590474,114.167314901
6280,835183,834614,22.450974452,114.166333513
6283,835569,834642,22.451227505,114.170083530
6284,835800,834849,22.453096885,114.172327662
6285,835827,834828,22.452907253,114.172589979
6287,835296,834767,22.452356178,114.167431226
6288,835204,834832,22.452943102,114.166537385
6290,835073,834746,22.452166397,114.165264753
6291,835098,834743,22.452139323,114.165507635
6292,835124,834910,22.453647425,114.165760110
6293,834969,835031,22.454739999,114.164254142
6294,835259,835180,22.456085730,114.167071503
6295,835355,835282,22.457006889,114.168004128
6296,835626,835207,22.456329728,114.170637065
6297,835605,835190,22.456176203,114.170433047
6298,836012,835600,22.459878792,114.174387175
6299,835754,835433,22.458370651,114.171880573
6300,835800,835256,22.456772276,114.172327543
6301,835912,835159,22.455896350,114.173415701
6302,835917,835134,22.455670590,114.173464284
6303,836184,835189,22.456167298,114.176058300
6304,836013,835008,22.454532771,114.174396985
6306,836034,834965,22.454144465,114.174601013
6307,836297,834718,22.451913960,114.177156138
6308,836342,834770,22.452383541,114.177593323
6309,836718,835446,22.458488063,114.181246431
6310,836637,835502,22.458993787,114.180459478
6311,836656,835524,22.459192452,114.180644081
6312,836362,835394,22.458018537,114.177787665
6313,836330,835361,22.457720534,114.177476765
6314,836966,835418,22.458235127,114.183655893
6315,836930,835406,22.458126776,114.183306127
6316,837087,835576,22.459661882,114.184831564
6317,837039,835723,22.460989379,114.184365281
6318,837028,835749,22.461224175,114.184258420
6319,837211,835747,22.461206023,114.186036413
6320,837223,835763,22.461350503,114.186153013
6321,837365,835847,22.462108974,114.187532718
6322,837364,835869,22.462307644,114.187523017
6323,837103,835533,22.459273565,114.184986992
6326,837400,835356,22.457675006,114.187872423
6327,837438,835091,22.455281913,114.188241418
6328,837679,834955,22.454053590,114.190582709
6329,837679,834939,22.453909103,114.190582695
6330,837438,835701,22.460790482,114.188241869
6331,837725,835848,22.462117735,114.191030434
6332,837921,835751,22.461241604,114.192934645
6333,837998,836305,22.466244388,114.193683368
6334,839597,836597,22.468878902,114.209220128
6335,839589,836526,22.468237758,114.209142248
6336,839413,836006,22.463542267,114.207431148
6337,839442,836110,22.464481378,114.207713119
6338,839079,835669,22.460499593,114.204185415
6339,839247,835863,22.462251213,114.205818028
6440,839077,835692,22.460707297,114.204166024
6441,839217,835455,22.458566847,114.205525793
6442,839168,835553,22.459451914,114.205049906
6444,839632,835296,22.457130240,114.209557442
6445,840057,835264,22.456840376,114.213686465
6447,838398,835571,22.459615596,114.197568848
6448,838368,835556,22.459480177,114.197277357
6449,837950,835772,22.461431214,114.193216426
6450,834660,835034,22.454766828,114.161252091
6451,834116,834952,22.454025735,114.155967044
6452,834081,834945,22.453962477,114.155627018
6453,833592,835419,22.458242212,114.150875435
6454,833348,835691,22.460698092,114.148504327
6455,833346,835733,22.461077367,114.148484819
6456,833069,835601,22.459884854,114.145793806
6457,833057,835536,22.459297853,114.145677349
6458,839765,836802,22.470729804,114.210852926
6459,839807,836825,22.470937417,114.211261069
6460,839978,837031,22.472797321,114.212923071
6461,839997,837092,22.473348135,114.213107830
6462,840209,837068,22.473130929,114.215167702
6463,840264,837038,22.472859888,114.215702042
6464,840655,836773,22.470465866,114.219500510
6465,840664,836757,22.470321356,114.219587913
6466,840944,836844,22.471106259,114.222308775
6467,841029,836886,22.471485301,114.223134804
6468,841399,836909,22.471691929,114.226729993
6469,841340,836915,22.471746288,114.226156736
6470,841683,836965,22.472196756,114.229489682
6471,841562,836926,22.471844949,114.228313846
6472,841911,837009,22.472593356,114.231705218
6473,841925,836998,22.472493975,114.231841211
6475,842049,836959,22.472141373,114.233045927
6476,842653,837709,22.478912033,114.238917755
6477,842962,838023,22.481746397,114.241921647
6478,842824,837865,22.480320128,114.240580014
6479,843111,838440,22.485511486,114.243371315
6480,843165,838601,22.486965163,114.243896761
6481,843013,838825,22.488988581,114.242420638
6482,842942,839370,22.493910426,114.241732972
6483,842908,839434,22.494488504,114.241402825
6484,842481,840305,22.502355583,114.237256599
6485,839474,843882,22.534665531,114.208039768
6486,839410,843813,22.534042555,114.207417490
6487,839254,843702,22.533040467,114.205900820
6488,839213,843651,22.532579990,114.205502171
6489,839112,843586,22.531993189,114.204520253
6490,839053,843530,22.531487587,114.203946630
6491,838811,843467,22.530919053,114.201594114
6492,838788,843454,22.530801693,114.201370517
6493,838565,843396,22.530278248,114.199202723
6494,838485,843333,22.529709441,114.198424983
6495,838131,843133,22.527903793,114.194983656
6496,838074,842920,22.525980388,114.194429345
6497,837463,842771,22.524635402,114.188490106
6498,837432,842740,22.524355483,114.188188756
6499,836871,842444,22.521682786,114.182735597
6500,836817,842444,22.521682804,114.182210715
6503,836226,842271,22.520120639,114.176466177
6504,836210,842223,22.519687181,114.176310660
6505,835876,841972,22.517420514,114.173064276
6506,835820,841921,22.516959951,114.172519985
6507,835481,841725,22.515189875,114.169225101
6508,835369,841606,22.514115205,114.168136575
6509,835033,841359,22.511884492,114.164871013
6510,834971,841357,22.511866385,114.164268415
6511,834650,841216,22.510592828,114.161148647
6512,834722,841226,22.510683198,114.161848424
6513,834526,841139,22.509897366,114.159943543
6514,834410,841115,22.509680515,114.158816143
6515,834014,840871,22.507476625,114.154967687
6516,834049,840873,22.507494731,114.155307851
6517,833445,840477,22.503917807,114.149438253
6518,833437,840438,22.503565608,114.149360572
6519,833129,840138,22.500855953,114.146367785
6520,833047,840009,22.499690880,114.145571123
6521,832846,840105,22.500557407,114.143617498
6522,833041,839050,22.491030718,114.145514762
6523,832738,839059,22.491111392,114.142570220
6524,832730,839034,22.490885615,114.142492533
6525,832599,839208,22.492456629,114.141219088
6526,832493,839215,22.492519611,114.140188964
6527,832483,839194,22.492329950,114.140091834
6528,832409,839130,22.491751839,114.139372859
6529,832478,839404,22.494226323,114.140042743
6530,832439,839568,22.495707221,114.139663341
6531,832473,839563,22.495662145,114.139993772
6532,832655,839615,22.496132120,114.141762369
6533,832756,839694,22.496845732,114.142743737
6534,832791,839768,22.497514053,114.143083716
6535,833108,838976,22.490362593,114.146166008
6536,833291,838568,22.486678517,114.147945139
6537,833430,838512,22.486173050,114.149295984
6538,833600,838403,22.485189010,114.150948151
6539,833673,838362,22.484818875,114.151657595
6540,832921,835341,22.457536657,114.144356427
6541,832920,835326,22.457401198,114.144346743
6542,832710,835127,22.455603717,114.142306923
6543,832715,835117,22.455513423,114.142355523
6544,832565,834961,22.454104356,114.140898573
6545,832560,834933,22.453851493,114.140850062
6546,832252,834594,22.450789477,114.137858606
6547,832236,834568,22.450554648,114.137703230
6548,831974,834396,22.449000774,114.135158346
6549,831954,834353,22.448612414,114.134964164
6550,831731,834110,22.446417439,114.132798426
6551,831694,834046,22.445839391,114.132439164
6552,831557,833929,22.444782457,114.131108590
6553,831504,833873,22.444276605,114.130593881
6554,831383,833804,22.443653163,114.129418622
6555,831389,833792,22.443544814,114.129476947
6556,831224,833615,22.441945946,114.127874602
6557,831217,833622,22.442009138,114.127806578
6558,831133,833508,22.440979417,114.126990930
6559,830990,833443,22.440392002,114.125601987
6560,830955,833425,22.440229346,114.125262044
6561,830772,833332,22.439388936,114.123484640
6562,830725,833264,22.438774713,114.123028305
6563,833352,836030,22.463759416,114.148542569
6564,833622,836378,22.466902445,114.151165307
6565,833629,836363,22.466766999,114.151233346
6566,833711,836527,22.468248114,114.152029811
6567,833726,836535,22.468320380,114.152175542
6568,833816,836991,22.472438385,114.153049307
6569,833812,836910,22.471706915,114.153010566
6570,833882,837317,22.475382396,114.153690113
6571,833874,837344,22.475626206,114.153612338
6572,833828,837994,22.481495912,114.153164366
6573,833816,838020,22.481730686,114.153047720
6574,832625,838097,22.482423904,114.141474305
6575,832900,838281,22.484086064,114.144146170
6576,833085,838337,22.484592121,114.145943779
6577,833130,838406,22.485215302,114.146380927
6578,832783,838424,22.485377177,114.143008920
6579,832828,838560,22.486605404,114.143445912
6580,832753,838408,22.485232629,114.142717430
